tx_id	gene_name	NEBNext_20_34	undepleted_20_34	NEBNext_20_60	undepleted_20_60
ENST00000408979.2	OR2A2	0.0	0.0	0.0	0.0
ENST00000216962.8	PYGB	29.461823142941967	47.30791671704084	40.058685974953306	64.02321908745571
ENST00000274498.8	ARHGAP26	0.0	0.0	0.0	0.0
ENST00000025301.3	AKAP11	65.72252854963978	57.82078709860547	75.11003620303745	149.38751120406334
ENST00000438911.6	CYHR1	4.532588175837225	15.769305572346946	15.02200724060749	42.682146058303815
ENST00000611517.4	TMEM222	31.72811723086058	42.05148152625852	35.05135022808415	42.682146058303815
ENST00000370873.8	PSMA7	324.08005457236163	283.847500302245	255.37412309032734	298.7750224081267
ENST00000542353.5	CLEC4C	0.0	0.0	0.0	0.0
ENST00000294489.10	PDPN	0.0	0.0	0.0	0.0
ENST00000383738.6	CSPG5	0.0	5.256435190782315	0.0	0.0
ENST00000288014.6	THTPA	2.2662940879186126	0.0	5.007335746869163	0.0
ENST00000329021.9	NFAM1	0.0	0.0	0.0	0.0
ENST00000379238.5	UBAP2	61.18994037380255	63.077222289387784	60.08802896242996	42.682146058303815
ENST00000317633.13	SERF1A	0.0	5.256435190782315	0.0	21.341073029151907
ENST00000392886.6	CSH2	0.0	0.0	0.0	0.0
ENST00000378569.2	CCL7	0.0	0.0	0.0	0.0
ENST00000261700.7	C14orf166	124.64617483552371	78.84652786173473	65.09536470929912	128.04643817491143
ENST00000377733.3	HIST1H2BI	86.11917534090729	126.15444457877557	90.13204344364495	298.7750224081267
ENST00000288532.10	COQ5	27.195529055023353	57.82078709860547	55.0806932155608	42.682146058303815
ENST00000314124.11	TMEM40	0.0	0.0	0.0	0.0
ENST00000375105.7	PLA2G2D	0.0	0.0	0.0	0.0
ENST00000023064.8	SLC7A9	0.0	0.0	0.0	0.0
ENST00000621441.4	EXOC5	27.195529055023353	36.79504633547621	15.02200724060749	64.02321908745571
ENST00000219789.10	CDIPT	2.2662940879186126	26.282175953911576	10.014671493738327	21.341073029151907
ENST00000261854.9	SPPL2A	63.45623446172116	84.10296305251704	40.058685974953306	42.682146058303815
ENST00000337665.8	ARHGEF1	147.30911571470983	105.1287038156463	145.21273665920575	85.36429211660763
ENST00000367547.7	SHCBP1L	0.0	0.0	0.0	0.0
ENST00000421999.7	CMSS1	31.72811723086058	57.82078709860547	45.06602172182247	85.36429211660763
ENST00000336498.7	ARHGAP10	0.0	0.0	0.0	0.0
ENST00000413687.2	INAVA	0.0	0.0	0.0	0.0
ENST00000390666.3	TSSK1B	0.0	0.0	0.0	0.0
ENST00000291416.9	TRIM62	4.532588175837225	5.256435190782315	0.0	0.0
ENST00000641726.1	OR52E4	0.0	0.0	0.0	0.0
ENST00000395422.3	CHCHD2	1137.6796321351437	925.1325935776875	886.2984271958419	768.2786290494687
ENST00000312239.9	HP1BP3	97.45064578050035	152.43662053268716	105.15405068425243	85.36429211660763
ENST00000264335.12	YWHAE	704.8174613426886	541.4128246505785	415.60886699014054	448.16253361219003
ENST00000366523.5	EFCAB2	9.06517635167445	21.02574076312926	10.014671493738327	0.0
ENST00000359644.7	ATP2C1	54.39105811004671	36.79504633547621	30.04401448121498	42.682146058303815
ENST00000309958.7	KLK10	0.0	0.0	0.0	0.0
ENST00000328449.5	C1QTNF8	0.0	0.0	0.0	0.0
ENST00000396355.5	NDE1	20.396646791267514	42.05148152625852	15.02200724060749	0.0
ENST00000334897.4	KRTAP6-2	0.0	0.0	0.0	0.0
ENST00000374987.3	APEX2	20.396646791267514	57.82078709860547	45.06602172182247	21.341073029151907
ENST00000241305.3	CPXM2	0.0	0.0	0.0	0.0
ENST00000357495.3	HNRNPA1L2	682.1545204635024	893.5939824329936	841.2324054740194	682.914336932861
ENST00000360608.9	CYP2D6	0.0	0.0	0.0	0.0
ENST00000328434.7	COA3	20.396646791267514	63.077222289387784	50.07335746869163	42.682146058303815
ENST00000225983.10	HDAC5	15.86405861543029	26.282175953911576	25.036678734345816	21.341073029151907
ENST00000538771.5	PAFAH1B3	88.3854694288259	26.282175953911576	30.04401448121498	42.682146058303815
ENST00000313552.10	ING5	18.1303527033489	21.02574076312926	15.02200724060749	0.0
ENST00000261037.7	COL8A1	0.0	0.0	0.0	0.0
ENST00000361320.4	LRRTM3	0.0	0.0	0.0	0.0
ENST00000296388.9	P3H1	63.45623446172116	89.35939824329937	75.11003620303745	64.02321908745571
ENST00000285930.8	AKR1B1	0.0	0.0	0.0	0.0
ENST00000359798.8	ZNF808	13.597764527511677	36.79504633547621	20.029342987476653	42.682146058303815
ENST00000261296.6	TGDS	18.1303527033489	5.256435190782315	20.029342987476653	0.0
ENST00000299481.4	NLRP14	0.0	0.0	0.0	0.0
ENST00000240306.4	DLX4	0.0	0.0	0.0	0.0
ENST00000250693.1	ART1	0.0	0.0	0.0	0.0
ENST00000367287.4	TIMM17A	176.7709388576518	257.56532434833343	180.2640868872899	149.38751120406334
ENST00000399298.7	TMEM26	0.0	0.0	0.0	0.0
ENST00000324894.12	GTPBP3	18.1303527033489	47.30791671704084	75.11003620303745	106.70536514575953
ENST00000621654.1	EPOP	0.0	0.0	0.0	0.0
ENST00000395224.6	TBX6	0.0	0.0	0.0	0.0
ENST00000641804.1	OR2G6	0.0	0.0	0.0	0.0
ENST00000542554.5	PRRG1	2.2662940879186126	0.0	0.0	0.0
ENST00000305366.7	TM4SF1	0.0	0.0	0.0	0.0
ENST00000253496.3	F12	6.798882263755838	5.256435190782315	10.014671493738327	21.341073029151907
ENST00000287842.7	NRG1	0.0	0.0	0.0	0.0
ENST00000328444.5	RNASE10	0.0	0.0	0.0	0.0
ENST00000431067.2	ORM2	0.0	0.0	0.0	0.0
ENST00000371901.3	CYP4X1	0.0	0.0	0.0	0.0
ENST00000564831.5	APOBR	15.86405861543029	10.51287038156463	10.014671493738327	0.0
ENST00000598475.1	SPANXN2	0.0	0.0	0.0	0.0
ENST00000323534.4	RAP2B	22.662940879186127	26.282175953911576	20.029342987476653	64.02321908745571
ENST00000485511.5	PPP2R5D	56.657352197965324	84.10296305251704	80.11737194990661	106.70536514575953
ENST00000601181.5	CXCL17	0.0	0.0	0.0	0.0
ENST00000299957.10	CASC4	9.06517635167445	10.51287038156463	0.0	0.0
ENST00000256441.4	MRPS36	95.18435169258174	84.10296305251704	80.11737194990661	64.02321908745571
