tx_id	gene_name	1A_noDep	2A_noDep	1B_riboZero	2B_riboZero	1C_riboCop	2C_riboCop	1D_NEB	2D_NEB
ENST00000408979.2	OR2A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000216962.8	PYGB	83.32014097767853	91.22779580612792	73.99607251615106	106.75624701972144	96.03072983354673	106.71182986692003	52.50564435676836	74.5971752536304
ENST00000274498.8	ARHGAP26	16.664028195535707	26.065084516036546	14.230013945413665	4.744722089765397	25.60819462227913	13.769268369925165	7.500806336681194	4.973145016908693
ENST00000025301.3	AKAP11	58.324098684374974	26.065084516036546	79.68807809431652	71.17083134648097	76.82458386683739	58.51939057218195	112.51209505021791	79.57032027053909
ENST00000438911.6	CYHR1	16.664028195535707	6.516271129009136	5.692005578165467	21.351249403944287	19.206145966709347	24.09621964736904	0.0	9.946290033817386
ENST00000611517.4	TMEM222	41.66007048883927	26.065084516036546	28.46002789082733	35.58541567324048	19.206145966709347	30.980853832331622	30.003225346724776	29.83887010145216
ENST00000370873.8	PSMA7	341.612578008482	293.23220080541114	335.8283291117625	287.05568643080653	268.88604353393083	351.1163434330917	202.52177109039224	333.2007161328824
ENST00000542353.5	CLEC4C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000294489.10	PDPN	58.324098684374974	52.13016903207309	39.84403904715826	40.33013776300588	64.02048655569781	41.307805109775494	52.50564435676836	49.731450169086926
ENST00000383738.6	CSPG5	8.332014097767853	13.032542258018273	8.5380083672482	23.72361044882699	12.804097311139564	10.326951277443873	15.001612673362388	39.78516013526954
ENST00000288014.6	THTPA	0.0	0.0	5.692005578165467	16.60652731417889	12.804097311139564	20.653902554887747	0.0	9.946290033817386
ENST00000329021.9	NFAM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000379238.5	UBAP2	74.98812687991068	97.74406693513704	71.15006972706833	73.54319239136366	115.23687580025607	75.73097603458841	67.50725703013075	99.46290033817385
ENST00000317633.13	SERF1A	8.332014097767853	6.516271129009136	5.692005578165467	2.3723610448826986	12.804097311139564	3.442317092481291	7.500806336681194	0.0
ENST00000392886.6	CSH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000261700.7	C14orf166	233.2963947374999	254.13457403135632	273.2162677519424	246.72554866780067	243.27784891165172	216.86597682632134	277.5298344572042	288.4424109807042
ENST00000377733.3	HIST1H2BI	133.31222556428565	136.84169370919187	96.76409482881293	106.75624701972144	108.8348271446863	134.25036660677037	105.01128871353671	49.731450169086926
ENST00000288532.10	COQ5	49.99208458660712	39.09762677405482	14.230013945413665	30.840693583475083	12.804097311139564	37.865488017294204	37.50403168340597	19.89258006763477
ENST00000314124.11	TMEM40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000375105.7	PLA2G2D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000023064.8	SLC7A9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
