tx_id	gene_name	undepleted	oligo_depletion
ENST00000408979.2	OR2A2	0.0	0.0
ENST00000216962.8	PYGB	78.82206529353448	92.73158364667214
ENST00000274498.8	ARHGAP26	8.881359469694026	17.74600662656765
ENST00000025301.3	AKAP11	49.9576470170289	58.63141405052253
ENST00000438911.6	CYHR1	13.322039204541039	10.78678834163916
ENST00000611517.4	TMEM222	35.5254378787761	37.57977873861385
ENST00000370873.8	PSMA7	298.6357121684616	284.8060083106985
ENST00000542353.5	CLEC4C	0.0	0.0
ENST00000294489.10	PDPN	33.3050980113526	25.923088111358627
ENST00000383738.6	CSPG5	7.771189535982273	8.351061941914189
ENST00000288014.6	THTPA	5.550849668558766	8.003101027667764
ENST00000329021.9	NFAM1	0.0	0.0
ENST00000379238.5	UBAP2	76.60172542611097	92.2096422753025
ENST00000317633.13	SERF1A	5.550849668558766	10.612807884515947
ENST00000261700.7	C14orf166	188.72888873099805	176.59016398006042
ENST00000377733.3	HIST1H2BI	189.83905866470982	218.86741506100103
ENST00000288532.10	COQ5	25.533908475370325	31.316482282178207
ENST00000314124.11	TMEM40	0.0	0.0
ENST00000375105.7	PLA2G2D	0.0	0.0
ENST00000023064.8	SLC7A9	0.0	0.0
ENST00000621441.4	EXOC5	44.40679734847013	45.930840680528036
ENST00000219789.10	CDIPT	52.1779868844524	40.71142696683167
ENST00000261854.9	SPPL2A	18.872888873099807	25.923088111358627
ENST00000337665.8	ARHGEF1	52.1779868844524	40.53744650970845
ENST00000367547.7	SHCBP1L	0.0	0.0
ENST00000421999.7	CMSS1	71.0508757575522	62.4589841072332
ENST00000336498.7	ARHGAP10	17.76271893938805	14.788338855473041
ENST00000413687.2	INAVA	1.1101699337117532	1.0438827427392736
ENST00000390666.3	TSSK1B	0.0	0.0
ENST00000291416.9	TRIM62	4.440679734847013	5.7413550850660044
ENST00000641726.1	OR52E4	0.0	0.0
ENST00000395422.3	CHCHD2	733.8223261834689	776.3007996837731
ENST00000312239.9	HP1BP3	137.6610717802574	128.04961644268423
ENST00000264335.12	YWHAE	1363.2886785980331	1276.4946139130084
ENST00000366523.5	EFCAB2	5.550849668558766	2.4357263997249716
ENST00000359644.7	ATP2C1	32.194928077640846	35.839974167381726
ENST00000309958.7	KLK10	0.0	0.0
ENST00000328449.5	C1QTNF8	0.0	0.0
ENST00000396355.5	NDE1	28.864418276505585	32.88230639628711
ENST00000334897.4	KRTAP6-2	0.0	0.0
ENST00000374987.3	APEX2	54.39832675187591	51.498215308470826
